,CUSTOMER_ID,LOAN_AMOUNT,LOAN_BEHAVIOR,LOAN_START_DATE
27275,58048587.1429,190000.46,Current,2021-11-09
27276,16296358.5714,249998.61,Current,2021-11-10
27277,33611487.1429,50000.16,Current,2021-11-12
27278,49414285.7143,1999999.98,Current,2021-11-12
27279,137873487.1429,120000.76,Current,2021-11-16
27280,3723130.0,60000.4,Current,2021-11-17
27281,75755087.1429,180000.57,Items for litigation,2021-11-18
27282,29221372.8571,90001.13,Current,2021-11-18
27283,134433460.0,90000.47,Current,2021-11-18
27284,90447745.7143,134999.42,Current,2021-11-19
27285,17903714.2857,1000001.26,Current,2021-11-22
27286,104599588.5714,100001.98,Current,2021-11-24
27287,141305717.1429,64997.62,Current,2021-11-25
27288,106330801.4286,300001.29,Current,2021-11-29
27289,79762114.2857,49998.65,Current,2021-12-01
27290,25162572.8571,500000.18,Current,2021-12-01
27291,95961730.0,354999.66,Principal Past Due,2021-12-02
27292,14942288.5714,249998.33,Principal Past Due,2021-12-03
27293,57034500.0,535000.07,Current,2021-12-09
27294,29782414.2857,449998.9,Current,2021-12-10
27295,140660915.7143,340001.16,Current,2021-12-13
27296,40607300.0,1999999.87,Current,2021-12-13
27297,32785901.4286,1899999.65,Current,2021-12-14
27298,93545100.0,299999.5,Current,2021-12-20
27299,1505574.2857,55001.12,Current,2022-01-03
27300,29952728.5714,24999.76,Amortization Past Due,2022-01-10
27301,103160944.2857,90001.26,Principal Past Due,2022-01-11
27302,110623331.4286,79999.84,Current,2022-01-11
27303,82345201.4286,500000.41,Current,2022-01-11
27304,31243431.4286,244998.42,Current,2022-01-21
27305,708602.8571,99997.91,Current,2022-01-26
27306,129442585.7143,325001.08,Current,2022-01-26
27307,18388745.7143,80000.39,Current,2022-01-27
27308,70870557.1429,161997.21,Current,2022-02-03
27309,118939717.1429,60000.69,Current,2022-02-03
27310,115649544.2857,29999.92,Current,2022-02-14
27311,122231385.7143,200000.27,Current,2022-02-14
27312,47711858.5714,70000.51,Amortization Past Due,2022-02-16
27313,37439487.1429,69999.7,Current,2022-02-17
27314,87726331.4286,209999.2,Amortization Past Due,2022-02-17
27315,120084874.2857,249999.98,Current,2022-02-23
27316,100627330.0,40000.24,Current,2022-02-24
27317,105874987.1429,65000.12,Items for litigation,2022-02-28
27318,97203701.4286,184999.01,Current,2022-02-28
27319,11991615.7143,150000.94,Current,2022-03-01
27320,100361257.1429,95002.11,Current,2022-03-02
27321,47908031.4286,65000.05,Amortization Past Due,2022-03-03
27322,9737174.2857,125001.54,Items for litigation,2022-03-03
27323,106417602.8571,239999.37,Current,2022-03-04
27324,22657888.5714,94998.37,Current,2022-03-04
27325,12840230.0,125000.79,Current,2022-03-07
27326,106799445.7143,70000.96,Current,2022-03-07
27327,103944087.1429,49998.44,Current,2022-03-08
27328,33471160.0,34999.48,Items for litigation,2022-03-08
27329,26910030.0,44998.56,Current,2022-03-08
27330,134892888.5714,40000.43,Principal Past Due,2022-03-09
27331,1292830.0,79999.44,Current,2022-03-09
27332,136223415.7143,23999.3,Current,2022-03-10
27333,121079317.1429,80000.59,Current,2022-03-10
27334,112516130.0,129998.8,Current,2022-03-11
27335,129535574.2857,18000.15,Amortization Past Due,2022-03-11
27336,47289871.4286,499999.31,Current,2022-03-11
27337,27997842.8571,500000.21,Current,2022-03-11
27338,73401287.1429,510000.78,Current,2022-03-11
27339,48681501.4286,29999.39,Items for litigation,2022-03-16
27340,82587258.5714,24999.69,Principal Past Due,2022-03-17
27341,130619145.7143,40000.66,Items for litigation,2022-03-17
27342,10053701.4286,249999.39,Current,2022-03-17
27343,74952830.0,20000.28,Current,2022-03-18
27344,34036731.4286,120000.0,Current,2022-03-18
27345,53936128.5714,110000.66,Principal Past Due,2022-03-18
27346,60258801.4286,143000.38,Amortization Past Due,2022-03-18
27347,22422244.2857,33999.36,Principal Past Due,2022-03-18
27348,56135272.8571,66001.27,Current,2022-03-18
27349,73015458.5714,70002.07,Principal Past Due,2022-03-21
27350,134666844.2857,150001.56,Current,2022-03-21
27351,77229415.7143,20000.96,Items for litigation,2022-03-21
27352,130838287.1429,45999.18,Current,2022-03-22
27353,10012731.4286,39999.67,Current,2022-03-22
27354,86267230.0,520000.52,Current,2022-03-22
27355,88889601.4286,29998.89,Current,2022-03-23
27356,115221460.0,30000.93,Items for litigation,2022-03-23
27357,100577145.7143,30000.54,Current,2022-03-23
27358,67279815.7143,34999.49,Principal Past Due,2022-03-23
27359,62457987.1429,64998.76,Amortization Past Due,2022-03-25
27360,2551758.5714,69998.76,Current,2022-03-28
27361,75219987.1429,79999.76,Amortization Past Due,2022-03-29
27362,99644745.7143,95000.76,Items for litigation,2022-03-29
27363,87057587.1429,1069998.85,Current,2022-03-29
27364,139663331.4286,55000.95,Items for litigation,2022-03-29
27365,61618958.5714,100001.43,Current,2022-03-29
27366,51887942.8571,185001.62,Current,2022-03-29
27367,66953301.4286,69999.93,Current,2022-03-30
27368,118446315.7143,690000.86,Amortization Past Due,2022-03-30
27369,96073944.2857,199999.38,Current,2022-03-30
27370,48403744.2857,45001.08,Amortization Past Due,2022-03-30
27371,97036172.8571,55000.13,Principal Past Due,2022-03-30
27372,60316844.2857,55000.3,Current,2022-03-31
27373,137756100.0,50000.79,Current,2022-03-31
27374,123096485.7143,408999.38,Current,2022-04-04
27375,73950201.4286,44999.51,Current,2022-04-05
27376,61980987.1429,64998.93,Current,2022-04-05
27377,117810760.0,69999.93,Current,2022-04-06
27378,102826174.2857,29999.98,Current,2022-04-06
27379,60876115.7143,144997.99,Amortization Past Due,2022-04-07
27380,80420860.0,75001.63,Current,2022-04-08
27381,139397814.2857,164999.34,Current,2022-04-08
27382,116752228.5714,149999.6,Current,2022-04-08
27383,125260302.8571,54998.11,Amortization Past Due,2022-04-08
27384,94890387.1429,196000.35,Current,2022-04-08
27385,94080430.0,80001.12,Current,2022-04-11
27386,116875458.5714,94999.48,Current,2022-04-12
27387,88962972.8571,25000.14,Current,2022-04-12
27388,105342045.7143,999999.95,Current,2022-04-12
27389,15084757.1429,75001.8,Current,2022-04-20
27390,142157815.7143,150000.69,Amortization Past Due,2022-04-22
27391,12736087.1429,35000.9,Current,2022-04-22
27392,30396630.0,124998.82,Current,2022-04-22
27393,75743158.5714,278999.84,Current,2022-04-26
27394,95953888.5714,50000.28,Items for litigation,2022-04-27
27395,138622687.1429,105001.04,Current,2022-04-27
27396,119392844.2857,39998.74,Current,2022-04-27
27397,102777358.5714,84999.75,Current,2022-04-27
27398,138889558.5714,149997.8,Current,2022-04-29
27399,25701745.7143,55000.67,Items for litigation,2022-04-29
27400,63236215.7143,35000.2,Current,2022-04-29
27401,127886145.7143,70000.49,Current,2022-05-04
27402,101082958.5714,19999.27,Amortization Past Due,2022-05-04
27403,73361731.4286,69999.62,Current,2022-05-05
27404,91577758.5714,55998.78,Current,2022-05-06
27405,61631644.2857,10000.57,Current,2022-05-10
27406,47714687.1429,39999.77,Items for litigation,2022-05-10
27407,54942428.5714,1499997.73,Current,2022-05-10
27408,112027344.2857,49998.62,Current,2022-05-11
27409,92581888.5714,184999.71,Items for litigation,2022-05-12
27410,127016844.2857,30000.83,Current,2022-05-13
27411,83300172.8571,64998.26,Principal Past Due,2022-05-13
27412,46738115.7143,125998.73,Current,2022-05-16
27413,24387072.8571,190001.63,Current,2022-05-17
27414,105985528.5714,200001.32,Amortization Past Due,2022-05-17
27415,7148758.5714,70000.99,Principal Past Due,2022-05-17
27416,81496842.8571,80000.24,Current,2022-05-19
27417,91887272.8571,19999.29,Principal Past Due,2022-05-19
27418,33792487.1429,55000.18,Current,2022-05-19
27419,37949460.0,59999.75,Principal Past Due,2022-05-20
27420,59366530.0,59999.36,Current,2022-05-20
27421,42606602.8571,50000.61,Current,2022-05-23
27422,77688731.4286,159999.18,Items for litigation,2022-05-23
27423,102321285.7143,70000.91,Current,2022-05-23
27424,47300658.5714,35001.04,Principal Past Due,2022-05-24
27425,132717758.5714,100001.49,Current,2022-05-24
27426,27396860.0,80001.83,Amortization Past Due,2022-05-25
27427,62062317.1429,50001.58,Current,2022-05-25
27428,93647101.4286,65000.05,Amortization Past Due,2022-05-25
27429,39335500.0,755000.25,Current,2022-05-25
27430,105459000.0,150001.08,Current,2022-05-25
27431,2782687.1429,99999.4,Amortization Past Due,2022-05-26
27432,80186101.4286,19999.68,Amortization Past Due,2022-05-26
27433,121013731.4286,45000.08,Amortization Past Due,2022-05-26
27434,18320830.0,39998.93,Current,2022-05-26
27435,37430071.4286,499998.59,Current,2022-05-27
27436,136709574.2857,50000.69,Amortization Past Due,2022-05-27
27437,9647145.7143,29999.43,Current,2022-05-27
27438,72630745.7143,15000.84,Principal Past Due,2022-05-30
27439,13485430.0,18999.05,Amortization Past Due,2022-05-30
27440,58520602.8571,54999.39,Current,2022-05-30
27441,129433115.7143,70000.06,Current,2022-05-31
27442,113814030.0,70000.52,Amortization Past Due,2022-06-01
27443,71027458.5714,500001.87,Current,2022-06-02
27444,66843115.7143,50000.99,Current,2022-06-02
27445,133375301.4286,130000.13,Current,2022-06-02
27446,47281758.5714,693000.44,Current,2022-06-03
27447,61899730.0,161999.44,Current,2022-06-06
27448,119168044.2857,500000.52,Current,2022-06-08
27449,17307685.7143,1600000.09,Current,2022-06-09
27450,142282830.0,104999.9,Items for litigation,2022-06-10
27451,89272101.4286,644999.54,Current,2022-06-13
27452,94676000.0,748001.21,Current,2022-06-13
27453,25942415.7143,90000.18,Current,2022-06-13
27454,84425628.5714,75998.49,Current,2022-06-13
27455,73522031.4286,90001.41,Principal Past Due,2022-06-15
27456,98142445.7143,34999.48,Current,2022-06-16
27457,55961915.7143,39999.29,Principal Past Due,2022-06-17
27458,77672814.2857,700002.28,Current,2022-06-21
27459,32825901.4286,599998.99,Items for litigation,2022-06-22
27460,38178044.2857,2000000.35,Current,2022-06-23
27461,51029801.4286,90001.09,Current,2022-06-24
27462,127890515.7143,195000.76,Current,2022-06-24
27463,57342445.7143,54999.81,Principal Past Due,2022-06-24
27464,55348072.8571,45000.17,Principal Past Due,2022-06-27
27465,141192215.7143,40001.2,Amortization Past Due,2022-06-27
27466,142537971.4286,69999.47,Current,2022-06-27
27467,79430060.0,40000.13,Current,2022-06-28
27468,14626430.0,74999.39,Current,2022-06-28
27469,100252815.7143,69999.53,Current,2022-06-28
27470,60184031.4286,30000.11,Current,2022-06-30
27471,16946444.2857,1999999.54,Amortization Past Due,2022-06-30
27472,127274387.1429,484999.84,Current,2022-07-04
27473,140886930.0,60001.16,Current,2022-07-05
27474,25290657.1429,1449999.64,Current,2022-07-05
27475,28280860.0,89999.69,Current,2022-07-06
27476,22300431.4286,168999.46,Current,2022-07-06
27477,53609542.8571,500000.02,Current,2022-07-06
27478,75874500.0,2000001.18,Current,2022-07-06
27479,67686230.0,120000.72,Amortization Past Due,2022-07-06
27480,78047874.2857,45000.43,Amortization Past Due,2022-07-06
27481,80197730.0,234999.01,Current,2022-07-07
27482,112931415.7143,39999.41,Current,2022-07-07
27483,126069317.1429,44999.98,Amortization Past Due,2022-07-07
27484,5351874.2857,64998.91,Principal Past Due,2022-07-07
27485,74691414.2857,69999.66,Current,2022-07-08
27486,120948287.1429,59999.48,Current,2022-07-08
27487,88533415.7143,200000.48,Current,2022-07-08
27488,5066458.5714,314999.95,Current,2022-07-08
27489,40899717.1429,59998.05,Current,2022-07-11
27490,27496501.4286,79999.89,Current,2022-07-11
27491,134241615.7143,300001.06,Current,2022-07-12
27492,2164030.0,399999.45,Current,2022-07-12
27493,32599901.4286,39998.81,Current,2022-07-13
27494,47485317.1429,60000.3,Current,2022-07-13
27495,84114814.2857,43997.64,Current,2022-07-14
27496,39702801.4286,14000.79,Current,2022-07-15
27497,40850574.2857,75001.02,Items for litigation,2022-07-15
27498,93766087.1429,280000.94,Current,2022-07-15
27499,101089174.2857,24999.32,Current,2022-07-15
27500,84437460.0,30000.07,Current,2022-07-15
27501,9738600.0,1499999.53,Current,2022-07-18
27502,121614701.4286,34998.51,Current,2022-07-18
27503,63087717.1429,49999.1,Current,2022-07-18
27504,9679017.1429,99998.96,Principal Past Due,2022-07-18
27505,113872130.0,13999.79,Principal Past Due,2022-07-18
27506,30671072.8571,94999.82,Current,2022-07-20
27507,68997174.2857,209999.98,Current,2022-07-20
27508,13571160.0,28000.79,Current,2022-07-21
27509,38805215.7143,10000.99,Current,2022-07-26
27510,35695957.1429,100001.9,Current,2022-07-26
27511,121476558.5714,33000.16,Current,2022-07-26
27512,37966687.1429,20001.85,Current,2022-07-27
27513,133762914.2857,499999.95,Current,2022-07-28
27514,74141760.0,40000.08,Items for litigation,2022-07-28
27515,135195687.1429,45000.74,Current,2022-07-28
27516,119713888.5714,64998.46,Current,2022-07-29
27517,67526930.0,34999.37,Amortization Past Due,2022-07-29
27518,102587901.4286,64999.18,Current,2022-07-29
27519,82696317.1429,39999.04,Current,2022-08-01
27520,50800444.2857,270000.65,Principal Past Due,2022-08-03
27521,36135615.7143,40998.55,Current,2022-08-03
27522,105613701.4286,40000.43,Current,2022-08-04
27523,32825901.4286,399999.14,Items for litigation,2022-08-05
27524,120634015.7143,349998.29,Current,2022-08-05
27525,55481860.0,39998.77,Current,2022-08-08
27526,43518272.8571,105001.06,Current,2022-08-09
27527,24848314.2857,500000.11,Current,2022-08-09
27528,13380015.7143,105000.74,Current,2022-08-09
27529,75055657.1429,240001.81,Current,2022-08-15
27530,40902602.8571,45000.83,Current,2022-08-16
27531,16888758.5714,29999.42,Current,2022-08-19
27532,88332072.8571,40000.83,Principal Past Due,2022-08-19
27533,44564457.1429,720002.31,Current,2022-08-19
27534,138174130.0,79999.92,Principal Past Due,2022-08-19
27535,85318072.8571,105000.72,Current,2022-08-19
27536,89027188.5714,120000.79,Amortization Past Due,2022-08-22
27537,12174830.0,104999.34,Current,2022-08-22
27538,54238317.1429,79999.05,Current,2022-08-23
27539,60421574.2857,44999.87,Current,2022-08-23
27540,66068301.4286,60000.83,Current,2022-08-23
27541,60026215.7143,36000.68,Current,2022-08-24
27542,5287745.7143,55001.5,Current,2022-08-25
27543,36001728.5714,299999.61,Current,2022-08-25
27544,51223588.5714,109998.96,Current,2022-08-25
27545,105012302.8571,20000.49,Current,2022-08-25
27546,38558987.1429,150000.85,Current,2022-08-25
27547,102643385.7143,227999.03,Current,2022-08-26
27548,135281258.5714,80000.83,Current,2022-08-26
27549,120175372.8571,30000.23,Current,2022-08-26
27550,67447445.7143,55000.0,Current,2022-08-26
27551,43488317.1429,69998.25,Principal Past Due,2022-08-30
27552,109566471.4286,149999.15,Current,2022-08-30
27553,112870087.1429,105000.3,Current,2022-08-30
27554,43534372.8571,55001.31,Amortization Past Due,2022-08-30
27555,19716230.0,200001.1,Current,2022-08-31
27556,89981317.1429,69998.84,Current,2022-08-31
27557,107896188.5714,20000.34,Current,2022-09-01
27558,84942344.2857,35000.06,Current,2022-09-01
27559,62439530.0,25999.8,Amortization Past Due,2022-09-02
27560,3964087.1429,9998.88,Current,2022-09-02
27561,97181317.1429,20000.19,Current,2022-09-02
27562,137541717.1429,60000.3,Current,2022-09-02
27563,14086172.8571,40000.23,Current,2022-09-02
27564,104136174.2857,69999.92,Current,2022-09-02
27565,10032215.7143,32000.44,Current,2022-09-05
27566,104337214.2857,39999.66,Current,2022-09-06
27567,128941002.8571,94999.64,Amortization Past Due,2022-09-07
27568,138296230.0,60000.18,Current,2022-09-08
27569,21409944.2857,35999.46,Current,2022-09-08
27570,120553015.7143,149999.07,Current,2022-09-08
27571,96447401.4286,30000.57,Current,2022-09-08
27572,1184072.8571,149999.16,Current,2022-09-09
27573,1571272.8571,40000.6,Current,2022-09-12
27574,107966888.5714,200001.23,Current,2022-09-12
27575,99897617.1429,35001.2,Current,2022-09-12
27576,13183460.0,234998.25,Current,2022-09-13
27577,74571015.7143,150000.02,Current,2022-09-13
27578,24104030.0,224999.82,Current,2022-09-14
27579,82313644.2857,99999.78,Current,2022-09-14
27580,44564457.1429,500000.21,Current,2022-09-14
27581,15190474.2857,40000.29,Current,2022-09-14
27582,103947058.5714,50000.08,Amortization Past Due,2022-09-15
27583,123258002.8571,100001.4,Current,2022-09-19
27584,106242787.1429,219999.94,Amortization Past Due,2022-09-20
27585,125025602.8571,129999.39,Current,2022-09-20
27586,116131658.5714,95000.01,Current,2022-09-20
27587,86986058.5714,80000.9,Current,2022-09-20
27588,22450160.0,154998.89,Current,2022-09-20
27589,24329460.0,39999.44,Amortization Past Due,2022-09-21
27590,127321158.5714,129000.6,Current,2022-09-22
27591,91114331.4286,79997.32,Current,2022-09-22
27592,14969272.8571,175000.26,Amortization Past Due,2022-09-22
27593,123428045.7143,30000.17,Current,2022-09-27
27594,111640814.2857,699999.75,Current,2022-09-27
27595,30376744.2857,80000.61,Current,2022-09-27
27596,140457372.8571,49999.64,Amortization Past Due,2022-09-27
27597,52181501.4286,152998.77,Amortization Past Due,2022-09-27
27598,49831672.8571,200000.32,Current,2022-09-28
27599,70276460.0,50000.71,Current,2022-09-28
27600,11944258.5714,200001.87,Current,2022-09-29
27601,3958085.7143,975000.63,Current,2022-09-30
27602,52490515.7143,65000.78,Current,2022-09-30
27603,11630358.5714,99001.2,Current,2022-09-30
27604,93970858.5714,499999.98,Current,2022-09-30
27605,111992288.5714,95000.73,Current,2022-09-30
27606,100128058.5714,210000.83,Current,2022-09-30
27607,33459358.5714,100000.04,Current,2022-09-30
27608,79762114.2857,204999.03,Current,2022-09-30
27609,138645787.1429,149998.95,Current,2022-09-30
27610,46562830.0,500000.53,Current,2022-10-03
27611,102182330.0,54999.19,Current,2022-10-03
27612,95838272.8571,25001.83,Current,2022-10-03
27613,64189214.2857,74999.58,Principal Past Due,2022-10-03
27614,47904902.8571,29998.25,Current,2022-10-03
27615,105888942.8571,274999.72,Current,2022-10-03
27616,74594445.7143,104999.02,Current,2022-10-03
27617,32105844.2857,19999.44,Principal Past Due,2022-10-04
27618,140544772.8571,50000.88,Current,2022-10-04
27619,138396717.1429,149999.64,Current,2022-10-04
27620,16427514.2857,230000.55,Current,2022-10-04
27621,63918372.8571,115000.21,Current,2022-10-04
27622,25226874.2857,44999.29,Current,2022-10-04
27623,35469787.1429,105000.56,Current,2022-10-05
27624,94691430.0,200001.03,Current,2022-10-05
27625,142349345.7143,31000.35,Current,2022-10-06
27626,14152858.5714,101998.38,Current,2022-10-06
27627,110885087.1429,199997.54,Current,2022-10-07
27628,29898157.1429,1144999.49,Current,2022-10-07
27629,77362985.7143,254999.39,Current,2022-10-07
27630,36326557.1429,44998.88,Current,2022-10-07
27631,1464200.0,1000000.88,Current,2022-10-07
27632,140386630.0,59999.51,Current,2022-10-10
27633,86346528.5714,200000.99,Current,2022-10-10
27634,81775371.4286,60000.2,Current,2022-10-11
27635,40940300.0,2099999.72,Current,2022-10-11
27636,7645842.8571,145999.7,Current,2022-10-12
27637,141697002.8571,44999.02,Current,2022-10-12
27638,86594701.4286,333000.11,Current,2022-10-12
27639,52691801.4286,425001.04,Current,2022-10-12
27640,120323128.5714,414999.99,Current,2022-10-12
27641,136202472.8571,39998.45,Current,2022-10-13
27642,113632315.7143,399997.76,Current,2022-10-13
27643,100396445.7143,82999.6,Current,2022-10-13
27644,47279772.8571,35000.79,Current,2022-10-13
27645,21441758.5714,29999.15,Current,2022-10-13
27646,84796587.1429,240001.62,Current,2022-10-14
27647,71233158.5714,300000.87,Current,2022-10-14
27648,43702530.0,269999.77,Current,2022-10-14
27649,100660617.1429,19999.41,Items for litigation,2022-10-17
27650,121571244.2857,119999.7,Current,2022-10-17
27651,110568672.8571,100000.57,Current,2022-10-17
27652,19880644.2857,99999.79,Current,2022-10-17
27653,15096271.4286,25999.57,Current,2022-10-18
27654,57957201.4286,400000.39,Current,2022-10-18
27655,19061358.5714,103999.81,Current,2022-10-18
27656,134337745.7143,200000.32,Current,2022-10-19
27657,133722317.1429,20000.59,Items for litigation,2022-10-19
27658,22839401.4286,29998.76,Current,2022-10-19
27659,15779572.8571,70000.56,Current,2022-10-19
27660,73450758.5714,46000.69,Current,2022-10-19
27661,112551115.7143,79999.64,Current,2022-10-19
27662,32316642.8571,350000.43,Current,2022-10-20
27663,67968860.0,74999.04,Current,2022-10-21
27664,54905272.8571,131999.24,Current,2022-10-21
27665,46072585.7143,59000.62,Current,2022-10-21
27666,96312130.0,50998.94,Current,2022-10-21
27667,55620801.4286,49999.92,Current,2022-10-21
27668,31980142.8571,1500001.07,Current,2022-10-24
27669,4276301.4286,75001.34,Current,2022-10-24
27670,96170900.0,400000.33,Current,2022-10-24
27671,82840515.7143,999999.3,Current,2022-10-24
27672,17903714.2857,699997.82,Current,2022-10-24
27673,37555915.7143,100001.84,Current,2022-10-25
27674,121821031.4286,54999.98,Current,2022-10-25
27675,17403400.0,400001.7,Current,2022-10-26
27676,37757400.0,155999.94,Current,2022-10-26
27677,26087444.2857,50001.22,Current,2022-10-26
27678,123519115.7143,126000.27,Current,2022-10-27
27679,96203387.1429,156001.69,Principal Past Due,2022-10-27
27680,20230588.5714,44999.44,Current,2022-10-27
27681,71267717.1429,700001.35,Amortization Past Due,2022-10-27
27682,14969315.7143,106001.06,Principal Past Due,2022-10-27
27683,46738115.7143,700001.39,Current,2022-10-27
27684,114581387.1429,84999.98,Current,2022-10-27
27685,81223574.2857,54999.88,Current,2022-10-27
27686,100491244.2857,85000.15,Current,2022-10-27
27687,101772372.8571,34999.28,Current,2022-10-28
27688,13933242.8571,89999.19,Current,2022-11-02
27689,126329588.5714,39997.14,Amortization Past Due,2022-11-02
27690,123516288.5714,20001.0,Current,2022-11-03
27691,35773717.1429,335999.14,Current,2022-11-03
27692,88698588.5714,149998.1,Amortization Past Due,2022-11-03
27693,98725887.1429,44999.18,Current,2022-11-03
27694,81937000.0,1000000.53,Current,2022-11-03
27695,138644187.1429,85000.05,Current,2022-11-04
27696,15612874.2857,35001.09,Current,2022-11-04
27697,136874602.8571,80000.39,Current,2022-11-04
27698,90689415.7143,77001.43,Current,2022-11-07
27699,57868902.8571,399999.46,Current,2022-11-08
27700,89210487.1429,70000.69,Current,2022-11-08
27701,103020414.2857,499999.42,Current,2022-11-09
27702,10774330.0,20000.73,Current,2022-11-09
27703,92982844.2857,99999.5,Current,2022-11-09
27704,77592874.2857,34999.18,Current,2022-11-09
27705,4598715.7143,97998.91,Current,2022-11-10
27706,72949031.4286,64998.61,Principal Past Due,2022-11-10
27707,94843587.1429,30000.57,Current,2022-11-10
27708,40768874.2857,149997.68,Current,2022-11-11
27709,125053101.4286,35001.37,Current,2022-11-11
27710,51657602.8571,35000.41,Principal Past Due,2022-11-11
27711,15060900.0,30000.71,Current,2022-11-11
27712,52159230.0,29999.79,Current,2022-11-14
27713,20312844.2857,35000.38,Current,2022-11-14
27714,39852258.5714,70999.82,Current,2022-11-14
27715,132848414.2857,699999.15,Current,2022-11-14
27716,49963630.0,35000.91,Current,2022-11-14
27717,96272558.5714,74998.7,Current,2022-11-15
27718,91494015.7143,179999.98,Current,2022-11-15
27719,142397487.1429,34000.93,Current,2022-11-15
27720,117559014.2857,94999.77,Current,2022-11-15
27721,139378228.5714,129999.84,Current,2022-11-15
27722,36599658.5714,24999.4,Current,2022-11-15
27723,81517515.7143,125000.09,Current,2022-11-15
27724,44897874.2857,29998.04,Current,2022-11-15
27725,129782700.0,423999.44,Current,2022-11-16
27726,98240987.1429,19002.48,Current,2022-11-17
27727,8167874.2857,170000.12,Principal Past Due,2022-11-17
27728,48681501.4286,13999.24,Items for litigation,2022-11-18
27729,125560331.4286,30000.4,Principal Past Due,2022-11-21
27730,25765860.0,39998.33,Current,2022-11-21
27731,79700114.2857,45000.76,Current,2022-11-21
27732,60716302.8571,89999.66,Amortization Past Due,2022-11-21
27733,30908144.2857,135000.55,Current,2022-11-21
27734,7024474.2857,30000.73,Principal Past Due,2022-11-21
27735,30790128.5714,74999.15,Amortization Past Due,2022-11-21
27736,131228787.1429,39996.73,Principal Past Due,2022-11-22
27737,12091944.2857,34999.11,Principal Past Due,2022-11-22
27738,96073944.2857,199999.94,Current,2022-11-22
27739,13047544.2857,100001.06,Current,2022-11-23
27740,105806588.5714,64998.43,Principal Past Due,2022-11-23
27741,75154400.0,39999.09,Principal Past Due,2022-11-24
27742,5573460.0,29999.97,Current,2022-11-24
27743,36007472.8571,245000.53,Current,2022-11-24
27744,101981288.5714,65000.63,Current,2022-11-24
27745,117851160.0,200000.4,Current,2022-11-25
27746,111295574.2857,79999.8,Amortization Past Due,2022-11-28
27747,16311815.7143,274999.64,Current,2022-11-29
27748,37666585.7143,22997.71,Current,2022-11-29
27749,117600715.7143,410000.81,Current,2022-11-29
27750,109696258.5714,700000.03,Current,2022-11-29
27751,134967188.5714,89998.44,Amortization Past Due,2022-12-01
27752,84293130.0,34999.24,Current,2022-12-01
27753,133491717.1429,65000.28,Current,2022-12-01
27754,60732187.1429,35000.44,Current,2022-12-01
27755,89225602.8571,99998.94,Principal Past Due,2022-12-01
27756,140788415.7143,29999.02,Principal Past Due,2022-12-02
27757,138171472.8571,115500.15,Current,2022-12-02
27758,27610658.5714,47000.27,Current,2022-12-02
27759,31870288.5714,180000.08,Principal Past Due,2022-12-02
27760,46578358.5714,199999.96,Current,2022-12-02
27761,49257944.2857,34998.39,Current,2022-12-02
27762,11944258.5714,119999.19,Current,2022-12-05
27763,5452544.2857,34000.73,Current,2022-12-05
27764,102444130.0,67999.12,Current,2022-12-06
27765,55215944.2857,75000.18,Current,2022-12-06
27766,75400045.7143,50000.38,Current,2022-12-06
27767,15312928.5714,39999.95,Current,2022-12-06
27768,92191801.4286,52999.18,Current,2022-12-07
27769,72556958.5714,49999.3,Principal Past Due,2022-12-09
27770,64913271.4286,30001.94,Current,2022-12-09
27771,3150687.1429,89999.66,Current,2022-12-09
27772,78396030.0,64999.91,Amortization Past Due,2022-12-12
27773,68614528.5714,165000.29,Current,2022-12-12
27774,102320944.2857,29998.73,Current,2022-12-12
27775,62794801.4286,15997.49,Current,2022-12-13
27776,76839244.2857,200000.98,Current,2022-12-14
27777,42663015.7143,40000.03,Current,2022-12-14
27778,134148317.1429,60000.22,Current,2022-12-14
27779,142235031.4286,44999.13,Current,2022-12-15
27780,23657745.7143,214998.91,Current,2022-12-15
27781,107345487.1429,79999.21,Amortization Past Due,2022-12-16
27782,75278287.1429,45000.91,Current,2022-12-19
27783,9838944.2857,94999.49,Principal Past Due,2022-12-19
27784,29506428.5714,2000002.57,Current,2022-12-20
27785,68201471.4286,200001.45,Current,2022-12-20
27786,135994158.5714,45000.21,Current,2022-12-20
27787,106067874.2857,34999.9,Amortization Past Due,2022-12-20
27788,10350160.0,125000.5,Current,2022-12-20
27789,19099544.2857,69998.55,Current,2022-12-21
27790,35796657.1429,100000.84,Current,2022-12-21
27791,32194530.0,14999.74,Items for litigation,2022-12-21
27792,30295557.1429,174998.77,Current,2022-12-21
27793,72556958.5714,50000.39,Principal Past Due,2022-12-22
27794,61939888.5714,80001.23,Current,2022-12-22
27795,82414888.5714,90000.75,Current,2022-12-22
27796,7958431.4286,69998.5,Current,2022-12-22
27797,73012358.5714,99998.99,Amortization Past Due,2022-12-22
27798,136034472.8571,64998.89,Amortization Past Due,2022-12-23
27799,135783830.0,70000.57,Current,2022-12-27
27800,80230888.5714,59998.7,Current,2022-12-27
27801,19092571.4286,50000.74,Amortization Past Due,2022-12-27
27802,70001371.4286,29999.73,Current,2022-12-27
27803,91120188.5714,100000.94,Current,2022-12-28
27804,61472874.2857,35000.48,Current,2022-12-28
27805,80596428.5714,399999.37,Current,2023-01-03
27806,51243044.2857,74998.69,Current,2023-01-04
27807,24282515.7143,26000.03,Current,2023-01-04
27808,108985230.0,35000.35,Principal Past Due,2023-01-04
27809,21513642.8571,100000.41,Current,2023-01-05
